budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.neighbors-movie.com/,325133,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 3616, ""name"": ""college""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10058, ""name"": ""sorority""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 193674, ""name"": ""bathroom humor""}]",en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,50.179171000000004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-04,108758521,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,New neighbors.,Neighbors 2: Sorority Rising,5.6,1462
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.thisis40movie.com/,89492,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",38.429648,"[{""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-20,88058786,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The sort-of sequel to 'Knocked Up',This Is 40,5.6,896
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/olddogs/,22949,"[{""id"": 907, ""name"": ""japanese""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 14522, ""name"": ""co-worker""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 226510, ""name"": ""sports marketing firm""}]",en,Old Dogs,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",13.707842999999999,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Tapestry Films"", ""id"": 870}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-24,92219310,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Life is Not Child-Proof.,Old Dogs,5.2,210
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://licensetowedthemovie.warnerbros.com/,2959,"[{""id"": 1605, ""name"": ""new love""}, {""id"": 2856, ""name"": ""ten commandments""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3583, ""name"": ""bridegroom""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6704, ""name"": ""civil registry office""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14765, ""name"": ""church""}]",en,License to Wed,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",14.503568,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Underground"", ""id"": 49326}, {""name"": ""Proposal Productions"", ""id"": 49327}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-04,69307224,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First came love... then came Reverend Frank.,License to Wed,5.2,253
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/residentevil/index.html,1576,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",40.715623,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-15,102984862,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,6.4,2065
35000000,"[{""id"": 28, ""name"": ""Action""}]",http://www.maxpaynethemovie.com,13051,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Max Payne,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",25.903237,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Collision Entertainment"", ""id"": 2179}, {""name"": ""Abandon Entertainment"", ""id"": 2724}, {""name"": ""Foxtor Productions"", ""id"": 2725}, {""name"": ""Depth Entertainment"", ""id"": 11995}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2008-10-15,85416905,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,When a Man Has Lost Everything. He Only has Revenge,Max Payne,5.2,613
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.intimemovie.com/,49530,"[{""id"": 974, ""name"": ""bank""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3667, ""name"": ""time""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 41616, ""name"": ""cops and robbers\u00a0""}, {""id"": 220487, ""name"": ""rich vs poor""}]",en,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",60.231381999999996,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-10-27,173930596,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Time Is Power,In Time,6.7,3417
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.theback-upplan.com/,34806,"[{""id"": 5091, ""name"": ""kiss""}, {""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 159150, ""name"": ""artificial insemination""}, {""id"": 176227, ""name"": ""motherhood""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",18.382920000000002,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-23,77477008,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Fall in love, get married, have a baby. Not necessarily in that order.",The Back-Up Plan,5.7,458
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://somethingborrowedmovie.warnerbros.com/,49022,"[{""id"": 242, ""name"": ""new york""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 160765, ""name"": ""roses""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 202635, ""name"": ""engaged""}, {""id"": 208502, ""name"": ""loyal""}, {""id"": 208503, ""name"": ""liaison""}, {""id"": 208504, ""name"": ""confidant""}]",en,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",14.029012,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Wild Ocean Films"", ""id"": 38010}, {""name"": ""2S Films"", ""id"": 38011}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-05,59901913,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a thin line between love and friendship.,Something Borrowed,5.9,296
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.thepianistmovie.com/,423,"[{""id"": 30, ""name"": ""individual""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2431, ""name"": ""ghetto riot""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2435, ""name"": ""warsaw ghetto""}, {""id"": 2436, ""name"": ""polish resistance""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14743, ""name"": ""pianist""}]",en,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587540999999995,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Canal+Polska"", ""id"": 250}, {""name"": ""Heritage Films"", ""id"": 260}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Agencja Produkcji Filmowej"", ""id"": 266}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""FilmFernsehFonds Bayern"", ""id"": 268}, {""name"": ""Filmboard Berlin-Brandenburg (FBB)"", ""id"": 269}, {""name"": ""Mainstream S.A."", ""id"": 271}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Telewizja Polska (TVP)"", ""id"": 19150}, {""name"": ""Runteam"", ""id"": 31087}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-09-24,120072577,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",http://jedgarmovie.warnerbros.com/dvd/,88794,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 34023, ""name"": ""fbi director""}]",en,J. Edgar,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",28.069419,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-09,84606030,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most powerful man in the world.,J. Edgar,6.0,741
35000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/movies/untraceable/,8090,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3880, ""name"": ""snuff""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 180340, ""name"": ""voyeur""}]",en,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",12.677505,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Cohen/Pearl Productions"", ""id"": 2397}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-22,32483410,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A cyber killer has finally found the perfect accomplice: You.,Untraceable,5.9,238
